country,year,emissions,v2x_libdem,v2pstpar_ord,v2x_regime,region,gdp_pc,regime
United States,2009,5260000,,,,,47099.9805,
United States,2010,5400000,,,,,48466.6576,
United States,2011,5290000,,,,,49882.5581,
United States,2012,5120000,,,,,51602.9311,
United States,2013,5160000,,,,,53106.5368,
United States,2014,5250000,,,,,55049.9883,
Uruguay,1991,4550,0.770,Unified coalition control,Liberal Democracy,Americas,3578.2882,Liberal Democracy
Uruguay,1992,5170,0.770,Unified coalition control,Liberal Democracy,Americas,4082.5384,Liberal Democracy
Uruguay,1993,4470,0.770,Unified coalition control,Liberal Democracy,Americas,4721.0076,Liberal Democracy
Uruguay,1994,4070,0.768,Unified coalition control,Liberal Democracy,Americas,5458.8674,Liberal Democracy
Uruguay,1995,4590,0.792,Unified coalition control,Liberal Democracy,Americas,5985.1170,Liberal Democracy
Uruguay,1996,5440,0.795,Unified coalition control,Liberal Democracy,Americas,6317.5619,Liberal Democracy
Uruguay,1997,5560,0.794,Unified coalition control,Liberal Democracy,Americas,7329.8669,Liberal Democracy
Uruguay,1998,5690,0.807,Unified coalition control,Liberal Democracy,Americas,7713.6188,Liberal Democracy
Uruguay,1999,6730,0.806,Unified coalition control,Liberal Democracy,Americas,7250.2748,Liberal Democracy
Uruguay,2000,5310,0.801,Unified coalition control,Liberal Democracy,Americas,6875.0255,Liberal Democracy
Uruguay,2001,5090,0.807,Unified coalition control,Liberal Democracy,Americas,6284.4597,Liberal Democracy
Uruguay,2002,4620,0.807,Unified coalition control,Liberal Democracy,Americas,4090.8919,Liberal Democracy
Uruguay,2003,4600,0.794,Unified coalition control,Liberal Democracy,Americas,3624.2057,Liberal Democracy
Uruguay,2004,5610,0.807,Divided party control,Liberal Democracy,Americas,4120.5442,Liberal Democracy
Uruguay,2005,5780,0.819,Unified party control,Liberal Democracy,Americas,5226.9441,Liberal Democracy
Uruguay,2006,6650,0.821,Unified party control,Liberal Democracy,Americas,5887.8452,Liberal Democracy
Uruguay,2007,6000,0.821,Unified party control,Liberal Democracy,Americas,7026.5031,Liberal Democracy
Uruguay,2008,8270,0.820,Unified party control,Liberal Democracy,Americas,9091.0790,Liberal Democracy
Uruguay,2009,8060,0.823,Unified party control,Liberal Democracy,Americas,9451.9324,Liberal Democracy
Uruguay,2010,6390,0.838,Unified party control,Liberal Democracy,Americas,11992.0238,Liberal Democracy
Uruguay,2011,7760,0.837,Unified party control,Liberal Democracy,Americas,14236.7150,Liberal Democracy
Uruguay,2012,8690,0.837,Unified party control,Liberal Democracy,Americas,15171.5802,Liberal Democracy
Uruguay,2013,7590,0.829,Unified party control,Liberal Democracy,Americas,16973.6892,Liberal Democracy
Uruguay,2014,6750,0.828,Unified party control,Liberal Democracy,Americas,16831.9482,Liberal Democracy
Uzbekistan,1991,122000,0.071,Unified party control,Closed Autocracy,Europe,652.8075,Closed Autocracy
Uzbekistan,1992,112000,0.060,Unified party control,Closed Autocracy,Europe,603.3520,Closed Autocracy
Uzbekistan,1993,116000,0.052,Unified party control,Closed Autocracy,Europe,596.9836,Closed Autocracy
Uzbekistan,1994,109000,0.048,Unified party control,Closed Autocracy,Europe,576.4471,Closed Autocracy
Uzbekistan,1995,103000,0.043,Unified party control,Closed Autocracy,Europe,585.9324,Closed Autocracy
Uzbekistan,1996,106000,0.043,Unified party control,Closed Autocracy,Europe,600.5982,Closed Autocracy
Uzbekistan,1997,107000,0.042,Unified party control,Closed Autocracy,Europe,623.0027,Closed Autocracy
Uzbekistan,1998,119000,0.039,Unified party control,Closed Autocracy,Europe,623.2161,Closed Autocracy
Uzbekistan,1999,123000,0.038,Unified party control,Closed Autocracy,Europe,702.4807,Closed Autocracy
Uzbekistan,2000,122000,0.036,Unified party control,Electoral Autocracy,Europe,558.2268,Electoral Autocracy
Uzbekistan,2001,123000,0.034,Unified party control,Electoral Autocracy,Europe,456.7063,Electoral Autocracy
Uzbekistan,2002,128000,0.036,Unified party control,Electoral Autocracy,Europe,383.3431,Electoral Autocracy
Uzbekistan,2003,127000,0.036,Unified party control,Electoral Autocracy,Europe,396.3780,Electoral Autocracy
Uzbekistan,2004,126000,0.036,Unified party control,Electoral Autocracy,Europe,465.1199,Electoral Autocracy
Uzbekistan,2005,117000,0.034,Unified party control,Electoral Autocracy,Europe,546.7769,Electoral Autocracy
Uzbekistan,2006,120000,0.033,Unified party control,Electoral Autocracy,Europe,654.2838,Electoral Autocracy
Uzbekistan,2007,120000,0.035,Unified party control,Electoral Autocracy,Europe,830.4077,Electoral Autocracy
Uzbekistan,2008,124000,0.035,Unified party control,Electoral Autocracy,Europe,1082.2860,Electoral Autocracy
Uzbekistan,2009,107000,0.035,Unified party control,Electoral Autocracy,Europe,1213.2653,Electoral Autocracy
Uzbekistan,2010,104000,0.037,Unified party control,Electoral Autocracy,Europe,1634.3121,Electoral Autocracy
Uzbekistan,2011,114000,0.038,Unified party control,Electoral Autocracy,Europe,1926.2930,Electoral Autocracy
Uzbekistan,2012,116000,0.039,Unified party control,Electoral Autocracy,Europe,2137.0251,Electoral Autocracy
Uzbekistan,2013,103000,0.039,Unified party control,Electoral Autocracy,Europe,2281.4110,Electoral Autocracy
Uzbekistan,2014,105000,0.039,Unified party control,Closed Autocracy,Europe,2492.3366,Closed Autocracy
Vanuatu,1991,66,0.555,Unified party control,Electoral Democracy,Western Pacific,1335.8336,Electoral Democracy
Vanuatu,1992,62,0.499,Unified party control,Electoral Democracy,Western Pacific,1347.4302,Electoral Democracy
Vanuatu,1993,62,0.499,Unified party control,Electoral Democracy,Western Pacific,1255.0901,Electoral Democracy
Vanuatu,1994,62,0.505,Unified party control,Electoral Democracy,Western Pacific,1423.8966,Electoral Democracy
Vanuatu,1995,66,0.507,Unified party control,Electoral Democracy,Western Pacific,1482.7056,Electoral Democracy
Vanuatu,1996,84,0.512,Unified party control,Electoral Democracy,Western Pacific,1522.0622,Electoral Democracy
Vanuatu,1997,84,0.512,Unified party control,Electoral Democracy,Western Pacific,1559.4322,Electoral Democracy
Vanuatu,1998,81,0.512,Unified party control,Electoral Democracy,Western Pacific,1473.6661,Electoral Democracy
Vanuatu,1999,84,0.512,Unified party control,Electoral Democracy,Western Pacific,1478.5857,Electoral Democracy
Vanuatu,2000,84,0.511,Unified coalition control,Electoral Democracy,Western Pacific,1470.6359,Electoral Democracy
Vanuatu,2001,88,0.511,Unified coalition control,Electoral Democracy,Western Pacific,1363.1851,Electoral Democracy
Vanuatu,2002,84,0.511,Unified coalition control,Electoral Democracy,Western Pacific,1354.1002,Electoral Democracy
Vanuatu,2003,84,0.511,Unified coalition control,Electoral Democracy,Western Pacific,1580.5756,Electoral Democracy
Vanuatu,2004,59,0.511,Unified coalition control,Electoral Democracy,Western Pacific,1788.1222,Electoral Democracy
Vanuatu,2005,59,0.511,Unified coalition control,Electoral Democracy,Western Pacific,1887.2266,Electoral Democracy
Vanuatu,2006,48,0.511,Unified coalition control,Electoral Democracy,Western Pacific,2049.5328,Electoral Democracy
Vanuatu,2007,99,0.511,Unified coalition control,Electoral Democracy,Western Pacific,2352.9733,Electoral Democracy
Vanuatu,2008,95,0.539,Unified coalition control,Electoral Democracy,Western Pacific,2629.0531,Electoral Democracy
Vanuatu,2009,121,0.594,Unified coalition control,Electoral Democracy,Western Pacific,2573.8890,Electoral Democracy
Vanuatu,2010,121,0.597,Unified coalition control,Electoral Democracy,Western Pacific,2839.4063,Electoral Democracy
Vanuatu,2011,132,0.597,Unified coalition control,Electoral Democracy,Western Pacific,3173.8220,Electoral Democracy
Vanuatu,2012,114,0.598,Unified coalition control,Electoral Democracy,Western Pacific,2997.2934,Electoral Democracy
Vanuatu,2013,106,0.601,Unified coalition control,Electoral Democracy,Western Pacific,2954.7745,Electoral Democracy
Vanuatu,2014,154,0.601,Unified coalition control,Electoral Democracy,Western Pacific,2926.6800,Electoral Democracy
Venezuela,1991,115000,0.626,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1992,106000,0.623,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1993,124000,0.622,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1994,130000,0.618,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1995,133000,0.620,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1996,123000,0.620,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1997,134000,0.619,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1998,167000,0.597,Unified party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,1999,173000,0.475,Divided party control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,2000,152000,0.324,Unified coalition control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,2001,173000,0.290,Unified coalition control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,2002,193000,0.262,Unified coalition control,Electoral Democracy,Americas,,Electoral Democracy
Venezuela,2003,192000,0.248,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2004,152000,0.223,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2005,165000,0.186,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2006,170000,0.168,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2007,161000,0.162,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2008,179000,0.161,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2009,180000,0.160,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2010,189000,0.159,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2011,177000,0.157,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2012,199000,0.153,Unified coalition control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2013,184000,0.112,Divided party control,Electoral Autocracy,Americas,,Electoral Autocracy
Venezuela,2014,185000,0.102,Divided party control,Electoral Autocracy,Americas,,Electoral Autocracy
Vietm,1991,21500,0.086,Divided party control,Closed Autocracy,Western Pacific,138.4475,Closed Autocracy
Vietm,1992,21500,0.087,Divided party control,Closed Autocracy,Western Pacific,139.2001,Closed Autocracy
Vietm,1993,23000,0.088,Divided party control,Closed Autocracy,Western Pacific,182.3084,Closed Autocracy
Vietm,1994,26200,0.091,Divided party control,Closed Autocracy,Western Pacific,221.1292,Closed Autocracy
Vietm,1995,29100,0.091,Divided party control,Closed Autocracy,Western Pacific,276.8127,Closed Autocracy
Vietm,1996,34700,0.094,Divided party control,Closed Autocracy,Western Pacific,324.1472,Closed Autocracy
Vietm,1997,45100,0.094,Divided party control,Closed Autocracy,Western Pacific,348.0174,Closed Autocracy
Vietm,1998,47500,0.094,Divided party control,Closed Autocracy,Western Pacific,348.3243,Closed Autocracy
Vietm,1999,47700,0.099,Divided party control,Closed Autocracy,Western Pacific,362.9195,Closed Autocracy
Vietm,2000,53600,0.103,Divided party control,Closed Autocracy,Western Pacific,390.0933,Closed Autocracy
Vietm,2001,61100,0.104,Divided party control,Closed Autocracy,Western Pacific,404.8079,Closed Autocracy
Vietm,2002,70800,0.101,Divided party control,Closed Autocracy,Western Pacific,430.0529,Closed Autocracy
Vietm,2003,78800,0.101,Divided party control,Closed Autocracy,Western Pacific,480.5798,Closed Autocracy
Vietm,2004,90500,0.102,Divided party control,Closed Autocracy,Western Pacific,546.9096,Closed Autocracy
Vietm,2005,98100,0.118,Divided party control,Closed Autocracy,Western Pacific,687.4797,Closed Autocracy
Vietm,2006,103000,0.120,Divided party control,Closed Autocracy,Western Pacific,784.3724,Closed Autocracy
Vietm,2007,105000,0.120,Divided party control,Closed Autocracy,Western Pacific,906.2842,Closed Autocracy
Vietm,2008,118000,0.120,Divided party control,Closed Autocracy,Western Pacific,1149.4245,Closed Autocracy
Vietm,2009,129000,0.120,Divided party control,Closed Autocracy,Western Pacific,1217.2686,Closed Autocracy
Vietm,2010,143000,0.121,Divided party control,Closed Autocracy,Western Pacific,1317.8906,Closed Autocracy
Vietm,2011,152000,0.137,Divided party control,Electoral Autocracy,Western Pacific,1525.1190,Electoral Autocracy
Vietm,2012,142000,0.139,Divided party control,Electoral Autocracy,Western Pacific,1735.1521,Electoral Autocracy
Vietm,2013,147000,0.150,Unified party control,Electoral Autocracy,Western Pacific,1886.6902,Electoral Autocracy
Vietm,2014,167000,0.150,Unified party control,Electoral Autocracy,Western Pacific,2030.2784,Electoral Autocracy
Yemen,1991,9210,0.141,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1992,9950,0.140,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1993,8710,0.150,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1994,9060,0.138,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1995,10500,0.125,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1996,10600,0.125,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1997,13400,0.124,Unified coalition control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1998,12200,0.121,Divided party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,1999,13900,0.120,Divided party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2000,14600,0.124,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2001,16200,0.124,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2002,15800,0.126,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2003,17300,0.120,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2004,18900,0.122,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2005,20000,0.121,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2006,21300,0.121,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2007,21000,0.121,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2008,22300,0.123,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2009,24600,0.122,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2010,23400,0.125,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2011,19700,0.133,Unified party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2012,18700,0.159,Divided party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2013,25500,0.145,Divided party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Yemen,2014,22700,0.134,Divided party control,Electoral Autocracy,Eastern Mediterranean,,Electoral Autocracy
Zambia,1991,2420,0.184,Divided party control,Electoral Autocracy,Africa,409.7273,Electoral Autocracy
Zambia,1992,2460,0.355,Unified party control,Electoral Autocracy,Africa,376.4988,Electoral Autocracy
Zambia,1993,2500,0.364,Unified party control,Electoral Autocracy,Africa,378.1256,Electoral Autocracy
Zambia,1994,2420,0.389,Unified party control,Electoral Autocracy,Africa,412.2608,Electoral Autocracy
Zambia,1995,2170,0.389,Unified party control,Electoral Autocracy,Africa,418.5150,Electoral Autocracy
Zambia,1996,1870,0.388,Unified party control,Electoral Autocracy,Africa,385.1522,Electoral Autocracy
Zambia,1997,2390,0.387,Unified party control,Electoral Autocracy,Africa,448.3702,Electoral Autocracy
Zambia,1998,2310,0.387,Unified party control,Electoral Autocracy,Africa,358.5560,Electoral Autocracy
Zambia,1999,1810,0.387,Unified party control,Electoral Autocracy,Africa,335.7123,Electoral Autocracy
Zambia,2000,1820,0.391,Unified party control,Electoral Democracy,Africa,345.6896,Electoral Democracy
Zambia,2001,1910,0.398,Unified party control,Electoral Democracy,Africa,382.9410,Electoral Democracy
Zambia,2002,1980,0.421,Unified party control,Electoral Democracy,Africa,382.2420,Electoral Democracy
Zambia,2003,2110,0.421,Unified party control,Electoral Democracy,Africa,435.4582,Electoral Democracy
Zambia,2004,2150,0.421,Unified party control,Electoral Democracy,Africa,538.5916,Electoral Democracy
